Item No.,ONS Item Description ,Sort Field,S or Q,Seasonal months,Months,J,F,M,A,M,J,J,A,S,O,N,D,Label 1,Label 2,Label 3,Label 4,Label 5,Fixed Desc. Line 1,Fixed Desc. Line 2,Fixed Desc. Line 3,Fixed Desc. Line 4,Fixed Desc. Line 5,HELP line 1,HELP line 2,HELP line 3,HELP line 4,HELP line 5,HELP line 6,c1,c2,c3,c4,c5,n1,n2,n3,n4,n5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320122,"20 Filter, other brand (eg Marlboro Lights)",2,,,111111111111,,,,,,,,,,,,,Brand/type,No. in pack,Pack Descrip,Other1,Other2,,,,,, State colour of box & any markings., , If prices are behind a counter and assistance, is given state that the price is verbal., , ,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320205,"5 cigars, specify brand - eg Hamlet/CafÚ Creme",2,,,111111111111,,,,,,,,,,,,,Brand/type,No. in pack,Pack Descrip,Other1,Other2,,,,,, Change between brands is N., State colour of box & any markings., If prices are behind a counter and assistance, is given state that the price is verbal., , ,Other,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320206,"Hand rolling tobacco, 25gm",2,,,111111111111,,,,,,,,,,,,,Brand/type,Size,Pack Descrip,Other1,Other2,,,,,, Cannot price pipe tobacco/rubbing tobacco., Must be for making cigarettes. State pack colour., If prices are behind a counter and assistance, is given state that the price is verbal., Double check correct size 25g., ,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,O- HOUSEHOLD SUPPLIES,1,,,111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430505,"Aluminium cooking Foil, 300mm wide state length",2,,,111111111111,,,,,,,,,,,,,Brand/type,Length,Other1,Other2,Other3,,,,,, Can be any length but state in description., must be 300mm wide., Change in length = (N)., , , Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430536,Toilet rolls (packet of 4),2,,,111111111111,,,,,,,,,,,,,Brand/type,Features,Colour/Patt,Other1,Other2,,,,,, Can only price a 4 pack., , , , , Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,must not price larger than 4 pack,,,Other,"Change between branded/own-brand, or different quality brand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430518,"Refuse sacks, pack of 10-20",2,,,111111111111,,,,,,,,,,,,,Brand/type,Size,Other1,Other2,Other3,,,,,, Can be refuse sacks or for wheelie bins., Can have tie handles., Change in pack size = N., Must be black., , Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430524,"Light Bulb, each, specify wattage",2,,,111111111111,,,,,,,,,,,,,Brand/type,Size,Wattage,Other1,Other2,,,,,," Can price energy saving / LED / halgoen bulbs,", change = N. , State screw or baynet fitting., Can price single from a multipack., Change between single & multipack = (N)., Try not to switch between own-label & branded (N),Other,Same or similar brand of same quality,change between screw & baynet fitting,,,Other,"Change between branded/own-brand, or different quality brand",Change in wattage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430533,Kitchen Roll (pack of 2),2,,,111111111111,,,,,,,,,,,,,Brand/type,Features,Colour/Patt,Other1,Other2,,,,,, Pack of 2 only., State number of sheets per roll if available., , , , Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520213,"Tissues, state box type, number and ply",2,,,111111111111,,,,,,,,,,,,,Brand/Type,Size,Other1,Other2,Other3,,,,,,"State if box is cube, regular, man sized.","State ply and number, any changes = N."," State colour, same item different colour =(C).", , , Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,O- HOUSEHOLD CLEANERS,1,,,111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430507,"Washing Up Liquid, 400-600ml",2,,,111111111111,,,,,,,,,,,,,Brand/type,Size,Other1,Other2,Other3,,,,,," State size, change in size = (N).", Same item different colour/fragrance = (C)., , , , Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430509,"Household Cleaner Cream/liquid, 450-500ml",2,,,111111111111,,,,,,,,,,,,,Brand/type,Size,Other1,Other2,Other3,,,,,," State size, change in size=N.", Can be any type of cream or liquid cleaner., Change between cream/liquid=N, Same item different colour/fragrance=C," Can use a spray gun, change=N.", Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430519,"Washing powder,automatic,650g to 1.5kg,specify size",2,,,111111111111,,,,,,,,,,,,,Brand/type,Size,Other1,Other2,Other3,,,,,," State size, change in size=N"," Can be Bio or Non-Bio, change between=C",Refill pouch/carton OK but N code to original,packs. Spec if refill priced.,Do not price 2 in 1 products., Try not to switch between own-label & branded(N),Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430529,Bleach (750ml bottle),2,,,111111111111,,,,,,,,,,,,,Brand/type,Size,Other1,Other2,Other3,,,,,," Can be thick or ordinary, change between = (N).", State type of nozzle e.g. Duck., State fragrance., Same item different fragrance = (C)., , Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430531,Fabric Conditioner (750ml -1 Litre),2,,,111111111111,,,,,,,,,,,,,Brand/type,Size,Concentrate/Regular,Other1,Other2,,,,,, State type & fragrance., Same item different colour/fragrance = (C)., Change between Concentrated & normal = N code., Change of bottle size = N code., , Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,O- PET FOODS,1,,,111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430613,"Dog food, can, 390-400gm",2,,,111111111111,,,,,,,,,,,,,Brand/type,Size,Flavour,Other1,Other2,,,,,," State size,  change in size = (N)."," State flavour, same item different flavour = (C).", Can be taken from a multipack," if no individual cans sold, change=N", Change of multipack size=N, Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430624,"Cat food pouch, individual, 85g-100g",2,,,111111111111,,,,,,,,,,,,,Brand/type,Size,Flavour,Other1,Other2,,,,,, Can be taken from a multipack," if no individual pouches sold, change=N", Change of multipack size=N, Change of pouch size=N. Change of flavour=C, , Try not to switch between own-label & branded (N),Other,Same or similar brand of same quality,Change of flavour,,,Other,"Change between branded/own-brand, or different quality brand",Change in pouch weight or size,Change in multipack size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430619,Complete dry dog food (2-3kg pack),2,,,111111111111,,,,,,,,,,,,,Brand/type,Size,Flavour,Other1,Other2,,,,,, Make sure it is a COMPLETE dog food., Do not price a mixer.," State size,  change in size = (N)."," State flavour, same item different flavour = (C).", , Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,O- CHEMIST GOODS,1,,,111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520202,"Indigestion Tablets, pack of 16-24, e.g Rennies",2,,,111111111111,,,,,,,,,,,,,Brand/Type,Size,Other1,Other2,Other3,,,,,, Any brand or own brand OK provided in size band, Try not to change btwn branded and own brand (N)," Can be foil or plastic container, change = N", , , ,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520245,"Antihistamine allergy tablets, pack of 7-14",2,,,111111111111,,,,,,,,,,,,,Brand/Type,Pack Size,Other1,Other2,Other3,,,,,," Can have any active ingredient, change between=C", Brand to brand = C., Brand to own brand = N, Change of pack size = N., Do not price natural remedies., ,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520206,"Tampons, pack of 12-20, Specify pack size",2,,,111111111111,,,,,,,,,,,,,Brand/Type,Size,Other1,Other2,Other3,,,,,," State pack size, change in size = (N)."," Can be with or without applicator, change  = (N)."," Specify type, regular etc.", , , ,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520209,"Toothpaste, state size",2,,,111111111111,,,,,,,,,,,,,Brand/Type,Size,Other1,Other2,Other3,,,,,," State size, change in size = (N)."," Change between normal, sensitive, whitening =(N).", Change between tube & pumps = (N)., , , Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520219,"Disposable Nappies, specify type, 20-60 pack size",2,,,111111111111,,,,,,,,,,,,,Brand/Type,Pack size,BabyAge/Weight,Other 1,Other2,,,,,, Do not price Pull Up nappies.," Specify age/weight, change between=N", If pack size changes slightly-T code for 1 month, before re-selecting. Change of pack size=N, , ,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520222,Multi-vitamins capsules/tablets (eg Sanatogen),2,,,111111111111,,,,,,,,,,,,,Brand/Type,Size,Other1,Other2,Other3,,,,,," State pack size, change in size =(N)."," State capsules or tablets, change between = N,", e.g. Seven Seas., Extra ingredients such as Ginseng = N., , Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520227,"Pain Killer tablets / capsules, pack of 16 or 24",2,,,111111111111,,,,,,,,,,,,,Brand/Type,Size,Other1,Other2,Other3,,,,,," State pack size, change in size = N."," Caplets and soluble tablets also OK,", any change of type = N., Moulded capsules OK but don't price flexible, capsules with different coloured ends., Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520228,"Pack of Plasters, 20-40",2,,,111111111111,,,,,,,,,,,,,Brand/Type,Size,Other1,Other2,Other3,,,,,," State pack size, change in size =(N).", Can be single or multiple sizes," Try to stick to same type and pack size, change= N", , , Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520230,"Condoms, pack of 3 to 12",2,,,111111111111,,,,,,,,,,,,,Brand/Type,Size,Other1,Other2,Other3,,,,,," State pack size, change in size =(N).", , , , , ,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520236,Women's permanent hair colourant 60-140ml,2,,,111111111111,,,,,,,,,,,,,Brand/Type,Size,Other1,Other2,Other3,,,,,, If 2 or more bottles in pack., add sizes together., For size purposes ignore conditioner size., Only price permanent hair colour., Do not price highlighting kits., ,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520241,Razor cartridge blades 3-8 pack e.g Mach 3,2,,,111111111111,,,,,,,,,,,,,Brand/Type,Size,Other1,Other2,Other3,,,,,,Can be any pack size 3-8.,Do not multiply up/down to obtain a pack of 3-8.,Change of pack size = N.,"May be men's or women's,  change = C.",, ,Other,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520242,"Cold/flu drink powder, packet of 10 sachets",2,,,111111111111,,,,,,,,,,,,,Brand/Type,Size,Activ Ingred,Strength,Flavour,,,,,, Must be powder not tablets, Active ingredient examples are Paracetamol or Code, , , , ,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520244,Toothbrush,2,,,111111111111,,,,,,,,,,,,,Brand/Type,Adult/child,Other1,Other2,Other3,,,,,, Do not price electric/sonic brush, Specify adult or child, , , , ,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change between adult and child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520249,"Baby wipes,  pack 50 - 85",2,,,111111111111,,,,,,,,,,,,,Brand/Type,Size,Other1,Other2,Other3,,,,,, Branded to own brand = N., Change of number = N, Change within branded and same number = C, Can be refill pack,,,Other,Same or similar brand with same quantity,,,,Other,"Change between branded/own-brand, or different quality brand", Change in quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,O- TOILETRIES,1,,,111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520216,"Deodorant, specify spray/roll-on 50-250ml",2,,,111111111111,,,,,,,,,,,,,Brand/Type,Size,Other1,Other2,Other3,,,,,," State size, change of size = (N).", State type e.g. roll-on or spray., Change between = (N)., Same item different fragrance = (C).,Can be men's or women's.,Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520226,"Shampoo, 250-400ml",2,,,111111111111,,,,,,,,,,,,,Brand/Type,Size,Other1,Other2,Other3,,,,,," State size, change of size = (N).", State hair type.," Do not price 2-in-1 type, with conditioner.", , , Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520235,"Sunscreen, not oil, specify size, min 15 SPF",2,,,111111111111,,,,,,,,,,,,,Brand/Type,Size,SPF,Other1,Other2,,,,,," State size,change=N. ",Can price spray bottle but change= N. ,Cream/lotion/milk/liquid change between= C.,Change btwn different SPF's= N.,"Same SPF,different type,milk or cream etc= C.",Try not to switch btwn own-label & branded(N),Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520237,Hair gel (150-200ml),2,,,111111111111,,,,,,,,,,,,,Brand/Type,Size,Other1,Other2,Other3,,,,,," State size, change of size = (N).", A cream/gel put onto dry hair to style hair., State whether mens or womens.," State type of container e.g. pot, tube or spray.", , Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520238,Shower gel (150-250ml),2,,,111111111111,,,,,,,,,,,,,Brand/Type,Size,Other1,Other2,Other3,,,,,," State size, change of size = (N).", Can be with moisturiser but don't switch type., Same item different fragrance = (C)., Can be shower cream but don't switch type., , ,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520247,Liquid soap 200-300ml with pump dispenser,2,,,111111111111,,,,,,,,,,,,,Brand/Type,Size,Other1,Other2,Other3,,,,,, Do not price refill packs, , , , , ,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
